source,author,title,description,url,urlToImage,publishedAt,content
"{'id': None, 'name': 'heise online'}",Timothey Krechel,Die Produktwerker: AARRR-Modell – Wie die Pirate Metrics Product Ownern helfen,AARRR! Ein Pirat? Nein! Es sind die Pirate Metrics. Timothey Krechel erklärt in dieser Podcast-Folge das AARRR-Modell.,https://www.heise.de/blog/Die-Produktwerker-AARRR-Modell-Wie-die-Pirate-Metrics-Product-Ownern-helfen-9765581.html?wt_mc=rss.red.developer.developer.atom.beitrag.beitrag,https://heise.cloudimg.io/bound/1200x1200/q85.png-lossy-85.webp-lossy-85.foil1/_www-heise-de_/imgs/18/4/6/1/5/1/1/4/produktwerker-3f367273bb52c1f5.png,2024-06-17T08:44:00Z,Was sind Pirate Metrics? Das auch als das AARRR-Modell bekannte Set von Metriken hat vor allem im Bereich des Growth Marketing starke Verbreitung und Bekanntheit. Produktwerker Tim Klein hat in diese… [+2252 chars]
"{'id': None, 'name': 'Deutsche-startups.de'}",Team,"#Gastbeitrag - Startups vor der Übernahme: 4 Tipps, damit alles glatt läuft","Die Übernahme durch ein anderes Unternehmen sollte als gemeinsamer Integrationsprozess verstanden werden. Die Frage, wie dieser möglichst angenehm für alle Beteiligten gestaltet werden kann, gehört bereits in die Verhandlungen im Vorfeld. Ein Gastbeitrag von …",https://www.deutsche-startups.de/2024/06/25/tupps-startups-uebernahme/,https://www.deutsche-startups.de/app/uploads/2024/03/ds-exit-gruender-ki.jpg,2024-06-25T11:55:23Z,"Die Übernahme durch eine große, international agierende Unternehmensgruppe ist ein ganz besonderer Meilenstein im Leben eines Startups. In den Übernahme-Verhandlungen werden die Details geklärt doch … [+5121 chars]"
"{'id': None, 'name': 'Businessinsider.de'}",Nina Anika Klotz,Es geht wieder los: Nach der Flaute sieht die Startupszene wieder Exits – 5 Beispiele aus dem Juni,Pitchbook verzeichnet einen Rückgang der Exits um die Hälfte. Jetzt könnte sich das ändern: Fünf nennenswerte Exits allein im Juni,https://www.businessinsider.de/gruenderszene/perspektive/es-geht-wieder-los-nach-der-flaute-sieht-die-startupszene-wieder-exits-5-beispiele-aus-dem-juni/,https://cdn.businessinsider.de/wp-content/uploads/2024/06/202407_GS_Artikel_Exit_1800x1200.jpg?ver=1719926664,2024-07-05T04:00:00Z,47 Prozent weniger Exits gab es europaweit im ersten Quartal 2024 im Vergleich zum Vorjahreszeitraum. Jetzt könnte sich das ändern: Diese Exits gab es allein um Juni.Bereits im vergangenen Jahr gab e… [+7254 chars]
"{'id': None, 'name': 'CHIP Online Deutschland'}",,Chrome OS: So erobert Google die Geschäftswelt,"Google verbessert Chrome OS für den geschäftlichen Einsatz. Durch die Akquise des Spezialisten für Virtualisierung, Cameyo, plant der Internetriese die Kompatibilität mit Windows-Software erheblich zu steigern.",https://www.chip.de/news/software/chrome-os-so-erobert-google-die-geschaeftswelt_dacb9f91-f4ba-4528-a1d7-270aafcf118a.html,https://quadro.burda-forward.de/ctf/4197441c-d797-4dcb-a5d3-80bc5d6697a8.d05767ec-1379-4132-8ca2-eac8759e883f.png?im=RegionOfInterestCrop%3D%281200%2C630%29%2CregionOfInterest%3D%281271%2C565%29&hash=1c44f67cc91925e22da46730c517e2a36d3de777dc70bd979bd5b8454ec5f76a,2024-06-11T08:24:00Z,"Die Schlüsseltechnologie: Cameyos Virtual App Delivery (VAD) erlaubt das reibungslose Ausführen von Windows-Programmen auf Chrome OS-Geräten ohne die Notwendigkeit, ein vollständiges Windows-System z… [+1306 chars]"
"{'id': None, 'name': 'Computerwoche.de Live'}","Evan Schuman, Manfred Bremmer",Konsolidierung auf dem IT-Servicemarkt: Kyndryl schielt nach DXC,"Einem Pressebericht zufolge erwägt das IBM-Spinoff Kyndryl, den Konkurrenten DXC Technology zu übernehmen.","https://www.computerwoche.de/a/kyndryl-schielt-nach-dxc,3698822?utm_source=Nach-Artikeltyp_1,30,119,124,125&utm_medium=RSS&utm_campaign=RSS-Feeds",https://images.computerwoche.de/bdb/3392919/640x360.jpg,2024-06-13T15:23:00Z,"Was den Börsenkurs betrifft, ging es mit DXC Technology zuletzt ziemlich bergab. Foto: Piotr Swat - shutterstock.com
Wie die Nachrichtenagentur Reuters unter Berufung auf informierte Kreise berichte… [+3333 chars]"
"{'id': None, 'name': 'Www.nzz.ch'}",Dominik Feldges (df),Big Pharma muss sparen. Auf die Branche rollt eine Entlassungswelle zu,"Die stark gestiegene Inflation sowie der wachsende Druck auf Medikamentenpreise zwingen Pharmafirmen, ihre Kosten zu senken. Takeda, Pfizer, Roche und Novartis bauen in der Schweiz zusammen Hunderte von Stellen ab.",https://www.nzz.ch/wirtschaft/big-pharma-in-der-schweiz-fallen-hunderte-von-stellen-weg-ld.1836054,"https://img.nzz.ch/2024/06/21/4ef90ed5-d679-4cf4-b2c0-e8629086b712.jpeg?width=1200&height=675&fit=bounds&quality=75&auto=webp&crop=8256,4644,x0,y131&wmark=nzz",2024-06-22T19:45:00Z,"In seinem Forschungszentrum in Schlieren verkleinert der Basler Pharmakonzern Roche die Belegschaft tröpfchenweise.
Der japanische Pharmariese Takeda hat sich beim Umbau seiner Zentrale in Opfikon n… [+8259 chars]"
"{'id': None, 'name': 'Www.nzz.ch'}",Janique Weder (wej),They Are the Champions: Der Musikkatalog von Queen soll für mehr als eine Milliarde Dollar an Sony Music gehen,They Are the Champions: Der Musikkatalog von Queen soll für mehr als eine Milliarde Dollar an Sony Music gehen,https://www.nzz.ch/wirtschaft/queen-musikkatalog-sony-music-bietet-mehr-als-eine-milliarde-dollar-ld.1836217,"https://img.nzz.ch/2023/09/06/75825380-6d43-476b-a481-55adaf72e3e0.jpeg?width=1200&height=675&fit=bounds&quality=75&auto=webp&crop=5189,2919,x0,y267&wmark=nzz",2024-06-21T14:40:41Z,"Der Musikkatalog von Queen gehört zu den wertvollsten der Welt.
Im Jahr 1977 ist Queens «We Are the Champions» erschienen und seither von Siegerehrungen aller Art nicht mehr wegzudenken. Die wahren … [+3492 chars]"
"{'id': None, 'name': 'Diepresse.com'}",Die Presse,Post-Chef Pölzl zu Regulierung durch Lieferkettengesetz und Co.: „Das ist nicht mehr normal“,"15 Jahre stand Georg Pölzl an der Spitze der teilstaatlichen österreichischen Post. Mitte August tritt er ab. In die Politik will er nicht, in Pension gehen will er aber auch nicht.",https://www.diepresse.com/18602915/post-chef-poelzl-zu-regulierung-durch-lieferkettengesetz-und-co-das-ist-nicht-mehr-normal,https://img.diepresse.com/public/incoming/hklgsh-kein-Titel/alternates/DPR_SOCIAL_NACHRICHTEN/kein%20Titel,2024-06-25T11:03:58Z,"15 Jahre stand Georg Pölzl an der Spitze der teilstaatlichen österreichischen Post. Mitte August tritt er ab. In die Politik will er nicht, in Pension gehen will er aber auch nicht. 
Post-Chef Georg… [+6146 chars]"
"{'id': None, 'name': 'GlobeNewswire'}",BAWAG Group AG,BAWAG erwirbt Barclays Consumer Bank Europe,Die BAWAG Group gibt heute die Unterzeichnung einer Transaktion zum Erwerb des deutschen Privatkundengeschäfts von Barclays („Barclays Consumer Bank Europe“) mit Sitz in Hamburg von der Barclays Bank Ireland PLC bekannt.,https://www.globenewswire.com/news-release/2024/07/04/2908546/0/de/BAWAG-erwirbt-Barclays-Consumer-Bank-Europe.html,https://ml-eu.globenewswire.com/Resource/Download/0268b39d-1ebd-4b74-98b5-99f299a32df2,2024-07-04T06:30:00Z,Die BAWAG Group gibt heute die Unterzeichnung einer Transaktion zum Erwerb des deutschen Privatkundengeschäfts von Barclays (Barclays Consumer Bank Europe) mit Sitz in Hamburg von der Barclays Bank I… [+6296 chars]
"{'id': None, 'name': '[Removed]'}",,[Removed],[Removed],https://removed.com,,1970-01-01T00:00:00Z,[Removed]
"{'id': None, 'name': 'Computerwoche.de Live'}",COMPUTERWOCHE,GenAI in der Software-Entwicklung: Wie Now Assist die Entwicklungszeiten bei snacc-it verkürzt,"Der ServiceNow-Partner nutzt Now Assist for Creator, um Prototypen schneller erstellen zu können. Doch das ist er der Anfang seiner KI-Reise.","https://www.computerwoche.de/a/wie-now-assist-die-entwicklungszeiten-bei-snacc-it-verkuerzt,3698880?utm_source=Nach-Artikeltyp_1,30,119,124,125&utm_medium=RSS&utm_campaign=RSS-Feeds",https://images.computerwoche.de/bdb/3393082/640x360.jpg,2024-07-02T03:06:00Z,"Die Zeitersparnis, die snacc-it durch die Nutzung von Now Assist erzielt, ist der offensichtliche Benefit, aber bei weitem nicht der einzige. Foto: Gorodenkoff - shutterstock.com
Die meisten Unterne… [+7507 chars]"
"{'id': None, 'name': 'Www.nzz.ch'}",Dominik Feldges (df),Jean-Paul Clozel will nichts von einem Verkauf der Biotechfirma Idorsia wissen,Die Veräusserung von Actelion verhalf dem Ärztepaar Jean-Paul und Martine Clozel zu einem Milliardenvermögen. Ihre zweite Firma Idorsia schreibt hohe Verluste. Ein abermaliger Ausstieg kommt für die beiden aber nicht infrage.,https://www.nzz.ch/wirtschaft/biotechnologie-jean-paul-clozel-will-keinen-verkauf-von-idorsia-ld.1834953,"https://img.nzz.ch/2024/06/13/3765edc5-c194-461e-80b7-0ea9dc0f3364.jpeg?width=1200&height=674&fit=bounds&quality=75&auto=webp&crop=4056,2281,x0,y238&wmark=nzz",2024-06-14T03:30:00Z,"Bei der Allschwiler Biotechfirma Idorsia verloren letztes Jahr fast 500 Angestellte ihren Arbeitsplatz.
Jean-Paul Clozel kann einem leidtun, wie er, den Rollator neben sich, in einem kleinen Saal de… [+5851 chars]"
"{'id': None, 'name': 'Www.nzz.ch'}",Benjamin Triebe (bet),«Eine Herkulesaufgabe»: So baut Nils Planzer den grössten privaten Gegenentwurf zur Post,Der Logistiker Planzer hat sich viel aufgeladen. Sechs Jahre nach dem Start ist das Paketgeschäft noch nicht rentabel – und die neu erworbene Briefzustellung wird es vielleicht nie sein.,https://www.nzz.ch/wirtschaft/planzer-das-will-der-groesste-private-post-konkurrent-mit-quickpac-und-quickmail-ld.1831373,"https://img.nzz.ch/2024/06/17/4f969ade-aa4f-457b-a23b-0379c3484032.jpeg?width=1200&height=675&fit=bounds&quality=75&auto=webp&crop=8192,4608,x0,y753&wmark=nzz",2024-06-23T03:30:00Z,"Nils Planzer sagt, er brauche noch Zeit, um das mit Quickmail übernommene Briefgeschäft zu verstehen.
Für jemanden, der sich als konservativer Unternehmer bezeichnet, ist Nils Planzer sehr entschlus… [+9079 chars]"
"{'id': None, 'name': 'Diepresse.com'}",Die Presse,BAWAG übernimmt deutsches Barclays-Privatkundengeschäft,"Die Bank will damit ihre Präsenz in Österreich, Deutschland, der Schweiz und den
Niederlanden ausbauen.",https://www.diepresse.com/18633245/bawag-uebernimmt-deutsches-barclays-privatkundengeschaeft,https://img.diepresse.com/public/incoming/wphsob-imago0238143023h.jpg/alternates/DPR_SOCIAL_NACHRICHTEN/imago0238143023h.jpg,2024-07-04T07:50:46Z,"Die Bank will damit ihre Präsenz in Österreich, Deutschland, der Schweiz und denNiederlanden ausbauen.
Die BAWAG Group kauft das deutsche Privatkundengeschäft der britischen Großbank Barclays. Mit d… [+1169 chars]"
"{'id': None, 'name': 'N-tv.de'}",n-tv NACHRICHTEN,Aus der Dunkelheit an die Spitze: Dallas Mavericks spielt gegen die 0:156-Bilanz an,"Es hat lange gedauert, aber die Dallas Mavericks sind zum ersten Mal seit der glorreichen Dirk Nowitzki Ära wieder in der Belle Etage der NBA angekommen. Mit Luka Dončić wollen sich die Texaner wieder langfristig unter den Besten der Besten festsetzen.",https://www.n-tv.de/sport/NBA-Dallas-Mavericks-kommen-aus-dem-tiefen-Tal-und-spielen-gegen-die-0-156-Bilanz-an-article25014739.html,https://bilder1.n-tv.de/img/incoming/crop25014784/2261326030-cImg_16_9-w1200/a1832223323a9a728371cc8bc3609bcd.jpg,2024-06-14T11:53:25Z,"Es hat lange gedauert, aber die Dallas Mavericks sind zum ersten Mal seit der glorreichen Dirk Nowitzki Ära wieder in der Belle Etage der NBA angekommen. Mit Luka Doni wollen sich die Texaner wieder … [+13669 chars]"
"{'id': None, 'name': 'Versicherungswirtschaft-heute.de'}",Michael Stanczyk,Zurich bedient sich bei AIG,"Die Zurich-Gruppe kauft das Reiseversicherungs- und Assistancegeschäft des New Yorker Versicherers. Der Bereich firmiert bislang unter der Marke AIG Travel. Die Schweizer legen für die Sparte, die derzeit auch bei der Allianz hoch im Kurs steht, 600 Millionen…",https://versicherungswirtschaft-heute.de/unternehmen-und-management/2024-06-27/zurich-bedient-sich-bei-aig/,https://versicherungswirtschaft-heute.de/wp-60d20-content/uploads/2022/08/Zurich-Zentrale-in-Zuerich_MV-1200x900.jpeg,2024-06-26T22:00:00Z,Zurich-Zentrale in Zurich. Quelle: mv.Die Zurich-Gruppe kauft das Reiseversicherungs- und Assistancegeschäft des New Yorker Versicherers. Der Bereich firmiert bislang unter der Marke AIG Travel. Die … [+1922 chars]
"{'id': None, 'name': 'Www.nzz.ch'}",Auswärtige Autoren (AA),GASTKOMMENTAR - Eine starke globale Bank als Pfeiler einer zukunftsfähigen Schweiz,"Nach Abschluss aller Untersuchungen gilt es, die richtigen Lehren aus dem Kollaps der Credit Suisse zu ziehen. Wenn wir ein wettbewerbsfähiges und nachhaltig profitables Bankensystem behalten wollen, brauchen wir solide und glaubwürdige Rahmenbedingungen.",https://www.nzz.ch/meinung/eine-starke-globale-bank-als-pfeiler-einer-zukunftsfaehigen-schweiz-ld.1836205,"https://img.nzz.ch/2023/08/31/1ae12110-d9da-46a2-b0c5-36df35989601.jpeg?width=1200&height=674&fit=bounds&quality=75&auto=webp&crop=4267,2400,x533,y30&wmark=nzz",2024-06-24T03:30:00Z,"Der UBS-Chef Sergio P. Ermotti bedauert, dass viele Kritiker das Bestehen einer grossen Bank in der Schweiz nur noch als Gefahr sehen.
Die Schweiz gehört zu den meistbewunderten Ländern. Wir sind di… [+9817 chars]"
"{'id': None, 'name': 'heise online'}",Dirk Knop,Juniper: Kritische Lücke erlaubt Angreifern Übernahme von Session Smart Router,"Juniper Networks liefert außerplanmäßige Updates gegen eine kritische Sicherheitslücke in Session Smart Router, -Conductor und WAN Assurance Router.",https://www.heise.de/news/Juniper-Kritische-Luecke-erlaubt-Angreifern-Uebernahme-von-Session-Smart-Router-9781931.html,https://heise.cloudimg.io/bound/1200x1200/q85.png-lossy-85.webp-lossy-85.foil1/_www-heise-de_/imgs/18/4/6/2/3/6/8/1/2024-04-10-Bing_Designer-Brennende_Appliances-2-2160px-e143670f0745ec3b.png,2024-06-28T07:04:00Z,"Juniper Networks warnt vor einer kritischen Sicherheitslücke in Session Smart Router, Session Smart Conductor und WAN Assurance Router. Sofern diese mit einem redundanten Peer eingesetzt werden, reiß… [+1423 chars]"
"{'id': None, 'name': 'heise online'}",Ulrich Schmitz,Interne Dokumente zeigen Probleme bei Amazon One Medical,"Nach der Übernahme von One Medical durch Amazon kommt es offenbar zu Leistungskürzungen und schlechterer Patientenversorgung, wie die Washington Post berichtet.",https://www.heise.de/news/Interne-Dokumente-zeigen-Probleme-bei-Amazon-One-Medical-9765244.html,https://heise.cloudimg.io/bound/1200x1200/q85.png-lossy-85.webp-lossy-85.foil1/_www-heise-de_/imgs/18/4/6/1/4/9/3/9/shutterstock_1855666987-9e48d9938a12710a.jpg,2024-06-16T16:12:00Z,"Seitdem der US-amerikanische Gesundheitsdienstleister One Medical die Vermittlung der Patienten in Callcenter verlagert hat, treten offenbar vermehrt Probleme auf. One Medical leitet ältere Patienten… [+1526 chars]"
"{'id': None, 'name': 'heise online'}",Martin Holland,Mit Werbung zur Profitabilität: BeReal wird für 500 Millionen Euro übernommen,"Die französische Social-Media-App BeReal hat eine treue, aber nicht mehr wachsende Nutzerschaft. Das soll sich nach der Übernahme durch Vodoo bald ändern.",https://www.heise.de/news/Mit-Werbung-zur-Profitabilitaet-BeReal-wird-fuer-500-Millionen-Euro-uebernommen-9758881.html,https://heise.cloudimg.io/bound/1200x1200/q85.png-lossy-85.webp-lossy-85.foil1/_www-heise-de_/imgs/18/4/6/1/1/5/9/3/shutterstock_2062352315-9d55ccb8dee4624e.jpg,2024-06-12T06:34:00Z,Ein französischer Entwickler von Mobilspielen übernimmt die ebenfalls aus Frankreich stammende Sozcal-Media-App BeReal für 500 Millionen Euro. Mit dem Schritt will das Spielestudio Vodoo die eigene S… [+1862 chars]
"{'id': None, 'name': 'Golem.de'}",Achim Sawall,Nokia: Durch Übernahme besser mit Huawei und Ciena konkurrieren,"Mit dem Kauf von Infinera will Nokia sich mit den Marktführern im Bereich optische Netzausrüstung messen. Die Übernahme kostet über zwei Milliarden US-Dollar. (Nokia, Wirtschaft)",https://www.golem.de/sonstiges/zustimmung/auswahl.html?from=https%3A%2F%2Fwww.golem.de%2Fnews%2Fnokia-durch-uebernahme-besser-mit-huawei-und-ciena-konkurrieren-2407-186614.html&referer=https%3A%2F%2Ft.co%2F8fd35b1f3b,,2024-07-01T16:46:02Z,"Besuchen Sie Golem.de wie gewohnt mit Werbung und Tracking,
 indem Sie der Nutzung aller Cookies zustimmen.
 Details zum Tracking finden Sie im Privacy Center.
Skript wurde nicht geladen. Informat… [+607 chars]"
"{'id': 'die-zeit', 'name': 'Die Zeit'}",ZEIT ONLINE: News -,Unternehmen: Keine Folgen für Festival in Wacken durch Übernahme,Hier finden Sie Informationen zu dem Thema „Unternehmen“. Lesen Sie jetzt „Keine Folgen für Festival in Wacken durch Übernahme“.,https://www.zeit.de/news/2024-06/24/keine-folgen-fuer-festival-in-wacken-durch-uebernahme,https://img.zeit.de/administratives/sharing/fallback-image/wide__1300x731,2024-06-24T15:22:05Z,Die mögliche Übernahme des Veranstalters des Heavy-Metal-Festivals im schleswig-holsteinischen Wacken hat nach Angaben der Festivalmacher aktuell keine Auswirkungen auf das Wacken Open Air (31. Juli … [+946 chars]
"{'id': None, 'name': 'heise online'}",Axel Kannenberg,"VMware macht weniger Umsatz unter Broadcom, dafür werden Kosten gedrückt","Broadcom kann dank KI-Nachfrage und VMware einen Umsatzsprung verbuchen. Allerdings liegt VMwares Erlös unter dem, was man früher unabhängig umgesetzt hat.",https://www.heise.de/news/VMware-macht-weniger-Umsatz-unter-Broadcom-dafuer-werden-Kosten-gedrueckt-9761885.html,https://heise.cloudimg.io/bound/1200x1200/q85.png-lossy-85.webp-lossy-85.foil1/_www-heise-de_/imgs/18/4/6/1/3/1/8/3/shutterstock_1350667379-e9fdbea2ab0978ef.jpg,2024-06-13T11:39:00Z,"Software- und Halbleiteranbieter Broadcom sieht sich in seinem zweiten Quartal vom KI-Boom sowie der VMware-Übernahme beflügelt. Allein die Nachfrage nach KI-Produkten des Unternehmens habe für 3,1 M… [+3413 chars]"
"{'id': None, 'name': 'Faz.net'}",Jonas Jansen,Milliardenschwere Übernahme: Kunststoffkonzern Covestro öffnet Adnoc die Bücher,Nach monatelangem Werben verhandelt der Kunststoffkonzern nun konkret über eine Übernahme durch den arabischen Ölkonzern Adnoc. Dafür gibt es einige Bedingungen – unter anderem den Preis.,https://www.faz.net/aktuell/wirtschaft/unternehmen/milliardenschwere-uebernahme-kunststoffkonzern-covestro-oeffnet-adnoc-die-buecher-19810984.html,https://media0.faz.net/ppmedia/aktuell/1199186148/1.9810988/facebook_teaser/uebernahmeziel-ein-mitarbeiter.jpg,2024-06-24T13:27:35Z,"Wir haben in unseren Gesprächen mit Adnoc gute Fortschritte erzielt, ließ sich Markus Steilemann, der Vorstandsvorsitzende von Covestro, zitieren: Daher haben wir beschlossen, in konkrete Transaktion… [+4152 chars]"
"{'id': None, 'name': 'Golem.de'}",Thomas Hafen,Broadcom-Übernahme von VMware: Die Stimmung ist besser als der Ruf,"Nach der Übernahme durch Broadcom kommt VMWare nicht aus den Negativschlagzeilen. Bei aller Kritik ist die Stimmung unter den Anwendern jedoch besser als gedacht. Ein Bericht von Thomas Hafen (VMware, Virtualisierung)",https://www.golem.de/sonstiges/zustimmung/auswahl.html?from=https%3A%2F%2Fwww.golem.de%2Fnews%2Fbroadcom-uebernahme-von-vmware-die-stimmung-ist-besser-als-der-ruf-2406-186036.html&referer=https%3A%2F%2Ft.co%2F1c3967580b,,2024-06-15T07:00:01Z,"Besuchen Sie Golem.de wie gewohnt mit Werbung und Tracking,
 indem Sie der Nutzung aller Cookies zustimmen.
 Details zum Tracking finden Sie im Privacy Center.
Skript wurde nicht geladen. Informat… [+607 chars]"
"{'id': None, 'name': 'Faz.net'}","Sven Astheimer, Timo Kotowski","Lufthansa-Chef Spohr: „Wir brauchen Airlines, die mit Amerika und China mithalten können“",Die Hängepartie ist vorbei: Die Lufthansa darf den italienischen Rivalen ITA kaufen. Für Konzernchef Carsten Spohr rückt schon die nächste Übernahme in den Fokus. Ein Interview.,https://www.faz.net/aktuell/wirtschaft/unternehmen/lufthansa-chef-spohr-zu-kauf-von-ita-lufthansa-muss-internationaler-werden-19829530.html,https://media1.faz.net/ppmedia/aktuell/2558986923/1.9829573/facebook_teaser/lufthansa-chef-carsten-spohr.jpg,2024-07-03T11:56:12Z,"Die Deutsche Lufthansa kann jetzt wachsen. Was hat aber der Reisende davon, dass es mit ITA eine eigenständige Airline weniger gibt? 
Kunden in Italien bekommen die Möglichkeit, langfristig mit eine… [+10347 chars]"
"{'id': None, 'name': 'heise online'}",Matthias Parbel,DevSecOps und MLOps vereint: JFrog übernimmt ML-Plattform Qwak​,Mit der Akquise von Qwak will JFrog die Lücke zwischen MLOps und DevSecOps schließen. DevOps-Teams sollen KI-Anwendungen schneller entwickeln.​,https://www.heise.de/news/DevSecOps-und-MLOps-vereint-JFrog-uebernimmt-ML-Plattform-Qwak-9779567.html,https://heise.cloudimg.io/bound/1200x1200/q85.png-lossy-85.webp-lossy-85.foil1/_www-heise-de_/imgs/18/4/6/2/2/4/4/9/Frosch-auf-Ente-auf-Teich_1280x1024-d872a386a8c0b731.png,2024-06-26T15:03:00Z,"JFrog, Anbieter der gleichnamigen Software-Supply-Chain-Plattform, hat die Übernahme von Qwak AI vollzogen. Die vor rund vier Jahren geründete Firma Qwak ist darauf spezialisiert, Data Scientists bei… [+2522 chars]"
"{'id': 'die-zeit', 'name': 'Die Zeit'}",ZEIT ONLINE: Wirtschaft - Christopher Trinks,Leverkusener Chemieproduzent: Arabischer Ölkonzern Adnoc plant Milliardenübernahme von Covestro,Seit Monaten verhandelt der staatliche Ölproduzent Adnoc über einen Kauf des Leverkusener Kunststoffherstellers Covestro. Nun hat der Konzern sein Angebot erhöht.,https://www.zeit.de/wirtschaft/2024-06/adnoc-bietet-milliarden-fuer-covestro,https://img.zeit.de/wirtschaft/unternehmen/2024-06/adnoc-bietet-milliarden-fuer-covestro-bild/wide__1300x731,2024-06-24T10:49:50Z,"Der arabische Ölkonzern Adnoc intensiviert die Verhandlungen über eine mögliche Übernahme des Kunststoffproduzenten Covestro. Wie das Unternehmen mit Sitz in Leverkusen mitteilte, hat Adnoc jetzt ein… [+1618 chars]"
"{'id': None, 'name': 'tagesschau.de'}",Dietrich Karl Mäurer,"Kommentar zum AfD-Parteitag: Chance verpasst, aus Fehlern zu lernen","Auf ihrem Parteitag übte sich die AfD in Normalität. Doch zur Übernahme von Regierungsverantwortung hat sie sich nicht qualifiziert, meint Dietrich Karl Mäurer. Fehler wurden nicht aufgearbeitet, Kritik ausgeblendet, echte Lösungen fehlten.",https://www.tagesschau.de/kommentar/kommentar-afd-parteitag-maeurer-100.html,https://images.tagesschau.de/image/a682abc0-0ac3-4949-8b87-23febf2458bb/AAABkGm3mAA/AAABjwnlFvA/16x9-1280/afd-788.jpg,2024-06-30T15:15:58Z,"Stand: 30.06.2024 17:15 Uhr
Auf ihrem Parteitag übte sich die AfD in Normalität, doch zur Übernahme von Regierungsverantwortung hat sie sich nicht qualifiziert. Fehler wurden nicht aufgearbeitet, Kr… [+2407 chars]"
"{'id': None, 'name': 'tagesschau.de'}",tagesschau.de,Slowakisches Parlament stimmt für Rundfunkumbau,Das slowakische Parlament hat für den Umbau der öffentlich-rechtlichen Medien im Land gestimmt. Die Sendeanstalt RTVS soll nun aufgelöst werden - und ein Ersatz folgen. Kritiker sehen darin eine Übernahme durch die Regierung.,https://www.tagesschau.de/ausland/europa/slowakei-aufloesung-sendeanstalt-100.html,https://images.tagesschau.de/image/54d94ca6-b6c9-4186-9824-a13f01860915/AAABkDe6H_Q/AAABjwnlFvA/16x9-1280/slowakischer-rundfunk-gebaeude-100.jpg,2024-06-20T23:13:42Z,"Stand: 21.06.2024 01:13 Uhr
Das slowakische Parlament hat für den Umbau der öffentlich-rechtlichen Medien im Land gestimmt. Die Sendeanstalt RTVS soll nun aufgelöst werden - und ein Ersatz folgen. K… [+2427 chars]"
"{'id': 'die-zeit', 'name': 'Die Zeit'}",ZEIT ONLINE: Unternehmen - Mathis Gann,US-Flugzeughersteller: Boeing übernimmt Zulieferer Spirit Aerosystems,"Einst spaltete Boeing eine Konzernsparte ab, um Geld zu sparen. Doch nach Kritik an mangelnder Qualität verleibt sich der US-Konzern den Zulieferer Spirit nun wieder ein.",https://www.zeit.de/wirtschaft/unternehmen/2024-07/boeing-uebernahme-zulieferer-spirit-aerosystems-737-max,https://img.zeit.de/administratives/sharing/fallback-image/wide__1300x731,2024-07-01T05:57:14Z,"Der US-Flugzeughersteller Boeing holt den wichtigen Zulieferer Spirit Aerosystems wieder zurück unter das Konzerndach. Für den Aktiendeal zahlt Boeing rund 4,7 Milliarden US-Dollar. Einschließlich de… [+2202 chars]"
"{'id': None, 'name': 'heise online'}",Moritz Förster,Amazon AWS gegen Broadcom: Kampf um VMware spitzt sich zu,"Während Google und Microsoft nun Partner des neuen VMware sind, kann Broadcom den Cloud-Riesen AWS bislang nicht gewinnen – mit jetzt drastischen Auswirkungen.",https://www.heise.de/news/Amazon-AWS-gegen-Broadcom-Kampf-um-VMware-spitzt-sich-zu-9763503.html,https://heise.cloudimg.io/bound/1200x1200/q85.png-lossy-85.webp-lossy-85.foil1/_www-heise-de_/imgs/18/4/6/1/4/0/2/9/shutterstock_1782212120-3c1114f9572826e4.jpg,2024-06-14T10:07:00Z,"Machtprobe zwischen Broadcom und Amazon: Die VMware Cloud ist jetzt nur noch im Abonnement und ausschließlich von Resellern oder Broadcom selbst erhältlich. Das flexible Modell, bei dem Nutzer Kapazi… [+2009 chars]"
"{'id': None, 'name': 'heise online'}",Benjamin Pfister,"Umsatz mit Campus-Switches bricht ein, aber Arista expandiert",Der Umsatz mit Campus-Ethernet-Switches sinkt im ersten Quartal 2024 auf ein Zwei-Jahres-Tief. Lediglich Arista und auch Ubiquiti stemmen sich gegen den Trend.,https://www.heise.de/news/Umsatz-mit-Campus-Switches-bricht-ein-aber-Arista-expandiert-9781446.html,https://heise.cloudimg.io/bound/1200x1200/q85.png-lossy-85.webp-lossy-85.foil1/_www-heise-de_/imgs/18/4/6/2/3/4/2/9/shutterstock_75493267-ba4878c90d810c70.jpg,2024-06-28T07:12:00Z,"Der weltweite Umsatz mit Campus-Ethernet-Switches im ersten Quartal 2024 ist Vorjahresvergleich um 23 Prozent eingebrochen, wie aus einer Marktanalyse der DellOro Group hervorgeht. Dies markiert das … [+1726 chars]"
